test number,cut off,initial gap improvement ratio,cut off gap improvement ratio,warm evaluated nodes ratio,total restart evaluated nodes ratio,warm solve time ratio,total restart solve time ratio,cold objective value,cold initial lower bound,cold initial gap,cold cut off lower bound,cold cut off gap,warm objective value,warm initial lower bound,warm initial gap,warm cut off lower bound,warm cut off gap,cold evaluated nodes,warm evaluated nodes,total restart evaluated nodes,cold solve time,cut off time,cglp time,warm solve time,total restart solve time
34,16,0.002759735406442838,0.0,0.017897091722595078,-0.017897091722595078,0.1972442260275378,-0.6781690766296972,-82.0,-85.46435950413222,0.04224828663575876,-85.03120733372343,0.036965943094188165,-82.0,-85.45479878854802,0.04213169254326851,-85.03120733372343,0.036965943094188165,447,439,455,1.1822449999999662,0.08397100000001956,0.9509819999999536,0.9490540000000465,1.9840070000000196
35,4,0.032297226879230326,0.0,-0.024844720496894408,-0.049689440993788817,0.01781377796112822,-0.28991874313228566,-962.0,-1004.7489774187234,0.04443760646436941,-996.0168219364275,0.03536052176343815,-962.0,-1003.3683039961758,0.04300239500641972,-996.0168219364275,0.03536052176343815,161,165,169,0.5069109999999455,0.033651999999960935,0.1223410000000058,0.497880999999893,0.6538739999998597
35,16,0.06746015157771343,-0.04165563490665117,-0.012422360248447204,-0.11180124223602485,-0.009680200271625044,-2.0343393613473304,-962.0,-1004.7489774187234,0.04443760646436941,-987.1289682306657,0.026121588597365585,-962.0,-1001.865124922264,0.04143983879653227,-988.1757313568631,0.027209699955159188,161,163,179,0.5069109999999455,0.0816979999999603,0.9446239999999761,0.5118179999998347,1.5381399999997711
36,4,0.11539315566645222,0.0,-0.057971014492753624,-0.11594202898550725,0.32381435299356587,-0.0849537623914953,-449.00000000000006,-489.6008866464128,0.09042513729713303,-479.53536112950565,0.06800748581181644,-449.00000000000006,-484.9158222134273,0.07999069535284464,-479.53536112950565,0.06800748581181644,69,73,77,0.39048300000001746,0.03616799999997511,0.12344899999993686,0.2640390000000252,0.4236559999999372
36,16,0.17207485625393662,0.1919354926360593,0.08695652173913043,-0.14492753623188406,0.45779201655415686,-2.2061498195822016,-449.00000000000006,-489.6008866464128,0.09042513729713303,-469.14416591409866,0.04486451205812607,-449.0,-482.6144949129489,0.07486524479498638,-465.2777855056336,0.03625341983437322,69,63,79,0.39048300000001746,0.08484099999998307,0.9553830000000971,0.21172299999989264,1.2519469999999728
37,4,0.047985368611234,0.007922747967236096,0.1107754279959718,0.1067472306143001,0.10663293437681827,0.020005643324913305,-2099.0,-2247.048611111111,0.07053292573182986,-2239.944444444444,0.06714837753427531,-2099.0,-2239.944443934563,0.06714837729135921,-2238.8277771337284,0.06661637786266243,993,883,887,1.7755489999998417,0.031503999999927146,0.12230699999997796,1.5862170000000333,1.7400279999999384
37,16,0.02495411798758927,-3.4952597914615667e-15,0.0,-0.016112789526686808,-0.005763851068146715,-0.4751809158745739,-2099.0,-2247.048611111111,0.07053292573182986,-2232.343915343915,0.06352735366551447,-2099.0,-2243.3541886015455,0.0687728387811079,-2232.3439153439153,0.0635273536655147,993,993,1009,1.7755489999998417,0.07582899999988513,0.7576440000000275,1.7857830000000376,2.6192559999999503
38,4,0.0966942481676803,2.7238668017210957e-05,-0.13114754098360656,-0.19672131147540983,-0.15226455412530787,-0.9636524730291327,-973.0,-1002.3364052084335,0.03015046784011661,-997.9923447995394,0.0256858631033293,-973.0,-999.4997435628616,0.02723509102041271,-997.9916640413564,0.025685163454631493,61,69,73,0.19186999999999443,0.03248400000006768,0.12319700000000466,0.2210850000000164,0.37676600000008875
38,16,0.08631299748784473,0.0780105627765068,-0.09836065573770492,-0.36065573770491804,-0.14808464064270066,-3.5866680564978943,-973.0,-1002.3364052084335,0.03015046784011661,-989.8568794486135,0.01732464485982892,-973.0,-999.8042921393755,0.02754809058517528,-988.5418647961715,0.01597313956441055,61,67,83,0.19186999999999443,0.07518100000004324,0.5845800000000736,0.2202830000001086,0.8800440000002254
39,4,0.05046375405780187,0.05992991543763385,-0.04880158141833457,-0.04904867803311095,-0.2118745237990184,-0.21457750266996928,-10228.999999999998,-10403.848707771816,0.01709343120264134,-10392.105286719183,0.015945379481785586,-10228.999999999998,-10395.025185585495,0.01623083249442729,-10382.330400678671,0.014989774237821194,16188,16978,16982,66.586906,0.05405099999995855,0.12593200000003435,80.694975,80.87495799999999
39,16,0.0017279640844640276,1.2315425500251542e-16,-0.00012354830738818879,-0.001111934766493699,0.018648966810380953,0.0028154033767534502,-10228.999999999998,-10403.848707771816,0.01709343120264134,-10373.083421522091,0.014085777839680614,-10229.0,-10403.546575484574,0.01706389436744292,-10373.083421522093,0.014085777839680612,16188,16190,16206,66.586906,0.1001929999999902,0.9541150000000016,65.34512900000004,66.39943700000003
40,4,0.00265773204247014,0.0010155417595782903,-0.03278688524590164,-0.09836065573770492,0.07427990658181943,-0.49681039702546204,-133.0,-332.0775,1.4968233082706766,-331.5484053497942,1.4928451530059716,-133.0,-331.54840534931515,1.4928451530023694,-331.3467711528638,1.49132910641251,61,63,67,0.18497599999989234,0.044499999999970896,0.061138000000028114,0.1712360000000217,0.2768740000000207
40,16,0.086472676911,0.06366889297059547,-0.6557377049180327,-0.9180327868852459,-0.21363852608003403,-1.2905295822171745,-133.0,-332.0775,1.4968233082706766,-286.4632201646091,1.1538587982301436,-133.0,-314.8627356622504,1.3673889899417322,-276.69238682502566,1.0803938859024487,61,101,117,0.18497599999989234,0.07634999999993397,0.12284899999997378,0.2244940000000497,0.42369299999995746
41,4,0.06977739119197264,0.08743257144862128,0.044213263979193757,0.03901170351105332,-0.06970261308987342,-0.1605428603382827,-11675.999999999998,-11771.490242346938,0.008178335247254141,-11764.82718253968,0.007607672365508936,-11675.999999999998,-11764.827182351679,0.00760767234940739,-11757.0607935557,0.006942514007853874,769,735,739,1.797221000000036,0.03863200000000688,0.12462800000002972,1.9224920000000338,2.0857520000000704
41,16,0.06977739997597955,4.0640396795680654e-08,-0.34070221066319895,-0.36150845253576075,-0.3968671632480748,-0.8857235698892342,-11675.999999999998,-11771.490242346938,0.008178335247254141,-11741.314285714285,0.00559389223315233,-11675.999999999998,-11764.827181512892,0.007607672277568837,-11741.314283059886,0.00559389200581433,769,1031,1047,1.797221000000036,0.0891270000000759,0.7894559999999728,2.5104789999999184,3.389061999999967
42,4,0.07680985956973473,0.02779815011194549,-0.26366559485530544,-0.2679528403001072,-0.14705259529126866,-0.2011015039652523,-254.00000000000003,-258.7654306246256,0.018761537892226635,-258.2394298969318,0.01669066888555825,-254.0,-258.39939856755876,0.01732046680141245,-258.1215815882678,0.016226699166408724,933,1179,1183,3.4142410000001746,0.050345999999990454,0.1341899999999896,3.9163140000000567,4.100850000000037
42,16,0.007824657973291599,0.08453324782393332,0.055734190782422297,0.03858520900321544,-0.4827564896560861,-0.8112734279741554,-254.00000000000003,-258.7654306246256,0.018761537892226635,-257.63161213397774,0.01429768556684138,-254.0,-258.7281427598924,0.01861473527516701,-257.32462016545577,0.013089055769510903,933,881,897,3.4142410000001746,0.09840400000007321,1.0232320000000072,5.062488000000144,6.184124000000224
43,4,0.13336902017847857,0.00012802168968102678,0.19718309859154928,0.14084507042253522,0.16566507195816949,-0.7002519509039744,-35.0,-50.33664965986395,0.4381899902818272,-47.82142857142857,0.36632653061224485,-35.0,-48.2912157219073,0.37974902062592286,-47.81978715047873,0.3662796328708209,71,57,61,0.20400800000004438,0.0491340000000946,0.12752000000000407,0.17021099999999478,0.34686500000009346
43,16,0.08521595506891144,0.01892629663330271,0.056338028169014086,-0.16901408450704225,0.12696070742365126,-1.8916464060232654,-35.0,-50.33664965986395,0.4381899902818272,-45.660493827160494,0.3045855379188713,-35.0,-49.02972241154135,0.4008492117583243,-45.45873015873016,0.29882086167800465,71,67,83,0.20400800000004438,0.0818530000001374,0.32995900000003076,0.1781069999999545,0.5899190000001227
44,4,0.005973630577812316,0.0028973635139284463,0.03354838709677419,0.02838709677419355,0.06676879661656328,0.002244067677802117,-265.0,-269.6672374756623,0.01761221688929177,-269.4252197628534,0.016698942501333486,-265.0,-269.6393571231638,0.017507008011938833,-269.41239829257137,0.016650559594608934,775,749,753,2.7944790000001376,0.051491000000055465,0.12882200000001376,2.6078949999998713,2.7882079999999405
44,16,0.04287313695646691,0.009675640098773326,-0.01032258064516129,-0.03096774193548387,0.028134045738082345,-0.3728566219319962,-265.0,-269.6672374756623,0.01761221688929177,-268.74751049079833,0.014141549021880504,-265.0,-269.4671383641599,0.016857125902490163,-268.711250928023,0.014004720483105628,775,783,799,2.7944790000001376,0.10310900000013135,1.0174509999999373,2.715859000000023,3.8364190000000917
45,4,0.040408574069210904,0.00502285845482248,0.11162049033286825,0.1108232011162049,-0.1256753039788402,-0.14372182352362967,-1111.0,-1311.3131025228126,0.18029982225275665,-1298.785725308642,0.1690240551832961,-1111.0,-1303.218735682486,0.17301416353059057,-1297.8425041905805,0.1681750712786503,5017,4457,4461,10.386989000000085,0.060595000000034815,0.12685399999998026,11.692376999999965,11.87982599999998
45,16,0.041447416115531356,-0.035898962133993746,0.12955949770779351,0.12637034084114013,-0.07950850819232047,-0.18658005703097147,-1111.0,-1311.3131025228126,0.18029982225275665,-1268.3733013211433,0.14165013620264927,-1111.0,-1303.0106420091565,0.1728268604942903,-1274.0228395061727,0.14673522907846323,5017,4367,4383,10.386989000000085,0.12138600000002953,0.9907650000000103,11.212843000000134,12.324994000000174
46,4,0.03622115125792682,0.0,0.0,-0.025477707006369428,0.23082602373038633,0.0008115415253594312,-111.0,-116.03450211643458,0.045355874922834064,-115.54457163879988,0.04094208683603495,-111.0,-115.85214665376685,0.04371303291681848,-115.54457163879988,0.04094208683603495,157,157,161,0.6690969999998515,0.030463999999938096,0.12343799999996463,0.5146519999999555,0.6685539999998582
46,16,0.05951736786659114,-0.04387235907387369,-0.10191082802547771,-0.20382165605095542,0.20158063778477056,-1.3252039689314512,-111.0,-116.03450211643458,0.045355874922834064,-113.9363955801426,0.026454014235518932,-111.0,-115.73486180194561,0.04265641263014065,-114.06522218141755,0.027614614247004985,157,173,189,0.6690969999998515,0.08007299999985662,0.9414939999999206,0.5342200000000048,1.555786999999782
47,4,0.09497302311991716,0.062280821930266274,0.00749063670411985,-0.00749063670411985,0.07839574836238869,-0.168152885922771,-171.0,-187.4719434623247,0.09632715475043686,-185.82067360614639,0.086670605883897,-171.0,-185.90755319504737,0.08717867365524778,-184.89762987239538,0.08127268931225372,267,265,269,0.6472800000000234,0.037666000000058375,0.12192000000004555,0.5965360000000146,0.7561220000001185
47,16,0.10215488953595796,0.019342192331482832,-0.0149812734082397,-0.0749063670411985,0.06755190952909611,-0.9418134346805851,-171.0,-187.4719434623247,0.09632715475043686,-181.98504347112475,0.06424002029897517,-171.0,-185.78925389748838,0.08648686489759286,-181.77256864753656,0.06299747747097403,267,271,287,0.6472800000000234,0.07113000000003922,0.5822120000000268,0.6035550000000285,1.2568970000000945
48,4,0.003775961296737382,0.0068353661112996395,0.512396694214876,0.5057851239669422,0.5330842214609195,0.4469499245936589,-626.0,-658.5379777455249,0.05197760023246793,-658.108744394619,0.05129192395306542,-626.0,-658.4151156008837,0.051781334825692846,-657.8892693713076,0.05094132487429328,605,295,299,1.8877729999999247,0.03789099999994505,0.12471100000004753,0.8814310000000205,1.044033000000013
48,16,0.0037847627073131097,0.11401454455811615,0.5619834710743802,0.5355371900826447,0.5661099083416721,0.0032207262207287393,-626.0,-658.5379777455249,0.05197760023246793,-656.5,0.048722044728434506,-626.0,-658.4148292207823,0.05178087734949246,-653.0225563909775,0.04316702298878188,605,265,281,1.8877729999999247,0.09614599999997608,0.9664609999999811,0.8190860000000839,1.8816930000000411
49,4,0.054689783355602255,0.024248569821075275,0.11490125673249552,0.10771992818671454,0.09948026753304065,-0.0349622802150538,-186.0,-207.69865192566093,0.11665941895516627,-206.51195739413882,0.11027934082870332,-186.0,-206.5119573527379,0.11027934060611778,-206.01457176310012,0.10760522453279635,557,493,497,1.180415000000039,0.037662000000068474,0.1210360000000037,1.062987000000021,1.2216850000000932
49,16,0.08117392402306983,0.04755261015140487,0.3303411131059246,0.3016157989228007,0.3084423698445215,-0.4227360716358205,-186.0,-207.69865192566093,0.11665941895516627,-204.52297255552304,0.09958587395442495,-186.0,-205.9372872028443,0.10718971614432413,-203.64215686274508,0.09485030571368323,557,373,389,1.180415000000039,0.07446300000003703,0.7886310000000094,0.8163250000000062,1.6794190000000526
50,4,0.01972179158108609,0.0,-0.03826530612244898,-0.04336734693877551,-0.031403859007935846,-0.1070710826115264,-273.0,-285.8197916122558,0.04695894363463668,-284.8279448023159,0.04332580513668837,-273.0,-285.56696235396595,0.046032829135406406,-284.8279448023159,0.04332580513668837,784,814,818,2.2486089999999876,0.04718800000000556,0.12295800000003965,2.319223999999963,2.489370000000008
50,16,0.008790683356190328,-5.8301501893784126e-15,-0.003826530612244898,-0.02423469387755102,0.22494840143394063,-0.1524867151203392,-273.0,-285.8197916122558,0.04695894363463668,-282.74752608887064,0.035705223768756934,-273.0,-285.7070968835001,0.0465461424304034,-282.7475260888707,0.03570522376875714,784,787,803,2.2486089999999876,0.08803000000000338,0.7606739999999945,1.7427880000000187,2.5914920000000166
51,4,0.09052289779943884,0.01470469838259922,-0.32061068702290074,-0.3511450381679389,-0.3061150322790934,-0.7215618680733819,-98.0,-102.59378732076645,0.046875380824147474,-101.62260174737673,0.03696532395282382,-98.0,-102.17794438061635,0.0426320855164934,-101.56933248132128,0.036421760013482476,131,173,177,0.3852309999999761,0.03623699999991459,0.12380599999994502,0.5031559999998763,0.6631989999997359
51,16,0.09333821541766302,0.020967981120990853,-0.366412213740458,-0.48854961832061067,-0.32163818591973076,-3.0057783511712826,-98.0,-102.59378732076645,0.046875380824147474,-100.95200752823087,0.030122525798274135,-98.0,-102.16501141023782,0.04250011643099821,-100.8901098901099,0.029490917246019363,131,179,195,0.3852309999999761,0.07953099999997448,0.954482999999982,0.5091360000000122,1.5431499999999687
52,4,0.09852413322445995,0.07264234957851748,-0.03773584905660377,-0.11320754716981132,0.01230058412523571,-0.8102173880008151,-80.0,-85.4927786803015,0.06865973350376872,-84.14678008634304,0.05183475107928803,-80.0,-84.951607421831,0.061895092772887496,-83.84554823768568,0.048069352971070956,53,55,59,0.1973889999999301,0.0390789999999015,0.12327700000003006,0.1949610000000348,0.35731699999996636
52,16,0.18054833272291373,-0.17855283894001867,-0.18867924528301888,-0.49056603773584906,-0.04587388355028026,-5.182345520775877,-80.0,-85.4927786803015,0.06865973350376872,-81.99209302325582,0.02490116279069774,-80.0,-84.5010666475571,0.0562633330944637,-82.34778688799075,0.02934733609988438,53,63,79,0.1973889999999301,0.08153099999992719,0.9323520000000372,0.20644400000003316,1.2203269999999975
53,4,0.07412948511466941,0.0497270917799222,0.10787486515641856,0.10355987055016182,0.1273157534862134,0.027914596012443244,-141.99999999999997,-160.16845802599227,0.12794688750698802,-158.7093607305936,0.11767155444080024,-142.0,-158.821639587198,0.11846225061407047,-157.87845281595958,0.11182009025323646,927,827,831,2.3575479999999516,0.10965799999996761,0.12468499999999949,2.0573950000000423,2.2917380000000094
53,16,0.012078571462138421,-0.024418286339993437,0.2740021574973031,0.25674217907227614,0.25029479781533637,-0.15016279626120388,-141.99999999999997,-160.16845802599227,0.12794688750698802,-155.52962962962962,0.0952790818988004,-142.0,-159.9490090073685,0.12640147188287668,-155.86,0.09760563380281699,927,673,689,2.3575479999999516,0.16742999999996755,0.7766679999999724,1.767466000000013,2.711563999999953
54,4,0.008278003442020853,0.004836023900818164,0.21492853361566966,0.21281101111699313,0.27305522241491625,0.2463276571739073,-122.0,-128.623235974763,0.05428881946527042,-128.56841176717785,0.053839440714572535,-122.0,-128.5684088045666,0.053839416430873664,-128.53664677088136,0.05357907189247018,1889,1483,1487,5.9826249999999845,0.03394900000000689,0.12595199999998385,4.34903799999995,4.508938999999941
54,16,0.008284119910564927,-0.031040039345986824,0.1111699311805188,0.1026998411858126,0.1343696120014471,-0.04028064603744996,-122.0,-128.623235974763,0.05428881946527042,-127.98232136321236,0.04903542100993741,-122.0,-128.5683682937521,0.05383908437501711,-128.1680128537068,0.050557482407432894,1889,1679,1695,5.9826249999999845,0.08833300000003419,0.9565339999999196,5.178741999999829,6.223608999999783
55,4,0.09252604940793863,2.5710000936543218e-15,-0.05042016806722689,-0.08403361344537816,-0.03376641156582757,-0.478047177690028,-39.0,-45.23322280124429,0.15982622567293048,-44.47338635726082,0.14034323992976466,-39.0,-44.65648732036567,0.14503813641963256,-44.47338635726081,0.1403432399297643,119,125,129,0.3652150000000347,0.03998899999999139,0.1222690000000739,0.3775470000000496,0.5398050000001149
55,16,0.038913647943027145,-0.005830432184136636,-0.08403361344537816,-0.2184873949579832,-0.07259833248881871,-1.8884301028158206,-39.0,-45.23322280124429,0.15982622567293048,-42.848685857321655,0.09868425275183731,-39.0,-44.99066536360622,0.15360680419503125,-42.871125359210815,0.0992596245951491,119,129,145,0.3652150000000347,0.07534599999996772,0.5878230000000713,0.39172899999994115,1.0548979999999801
56,4,0.032677555750761436,0.07265885543681207,0.03773584905660377,-0.03773584905660377,0.0030465579339101884,-0.831612390785427,-413.0,-446.65664468500194,0.08149308640436304,-444.15915086812265,0.07544588587923161,-413.0,-445.5568278019242,0.07883009153008284,-441.8951626296619,0.0699640741638303,53,51,55,0.18381400000009762,0.03214900000000398,0.12127299999997376,0.18325400000003356,0.3366760000000113
56,16,0.01903123475018134,0.5188564085111977,0.11320754716981132,-0.18867924528301888,0.09327907558736598,-4.402825682481068,-413.0,-446.65664468500194,0.08149308640436304,-434.7825467745613,0.052742244006201686,-413.0,-446.0161171790982,0.07994217234648479,-423.48053278688525,0.025376592704322635,53,47,63,0.18381400000009762,0.07206500000006599,0.7543819999999641,0.16666800000007242,0.9931150000001026
57,4,0.06257005897627234,5.539115137471559e-09,0.4342999861246011,0.4337449701678923,0.5547592120755113,0.5462672497876664,-299.0,-316.56057098765433,0.05873100664767335,-314.5517342739565,0.05201248921055694,-299.0,-315.4618050252998,0.055056204097992584,-314.5517341878137,0.052012488922453776,7207,4077,4081,19.799663999999893,0.041341999999986,0.126796000000013,8.815618000000086,8.983756000000085
57,16,0.04143594631846816,0.0,0.2863882336617178,0.28416816983488274,0.4278502907928074,0.37518237683225075,-299.0,-316.56057098765433,0.05873100664767335,-312.7079365079365,0.04584594149811537,-299.0,-315.83293211088824,0.05629743180899076,-312.7079365079365,0.04584594149811537,7207,5143,5159,19.799663999999893,0.09706499999992957,0.9457419999999956,11.328372000000059,12.371178999999984
58,4,0.09446874983188482,0.1058968587291806,0.04371584699453552,0.02185792349726776,-0.003995355475976723,-0.3386693479850484,-13873.999999999998,-13930.288533932246,0.004057123679706462,-13924.971026555111,0.0036738522816140255,-13873.999999999998,-13924.971026501797,0.0036738522777712565,-13919.573354956723,0.0032848028655560672,183,175,179,0.48831700000005185,0.03977199999997083,0.12365500000009888,0.4902680000000146,0.6536950000000843
58,16,0.06973767572493082,1.5604083048861038e-16,-0.01092896174863388,-0.09836065573770492,-0.04234339578565147,-1.109291710097858,-13873.999999999998,-13930.288533932246,0.004057123679706462,-13912.559704902778,0.002779278139165356,-13874.0,-13926.363102405849,0.003774189304155155,-13912.55970490278,0.0027792781391653555,183,185,201,0.48831700000005185,0.07388100000002851,0.4471280000000206,0.508993999999916,1.0300029999999651
59,4,0.10858236507284862,0.10401390680867967,-0.03418803418803419,-0.06837606837606838,0.059434093304414876,-0.3756669381176543,-889.0,-937.5628105629663,0.054626333591638154,-931.4227680513586,0.04771964910164074,-889.0,-932.2897457374547,0.048694877094999686,-927.0102102086984,0.042756141967039786,117,121,125,0.367163000000005,0.0364159999999174,0.12333700000010595,0.34534100000007584,0.5050940000000992
59,16,0.1314199026891834,0.12345468258707198,0.017094017094017096,-0.11965811965811966,-0.6425647464479262,-3.4565982955798606,-889.0,-937.5628105629663,0.054626333591638154,-917.9231799580848,0.032534510639015524,-889.0,-931.180690724468,0.0474473461467582,-914.3524779569507,0.028517972954950146,117,115,131,0.367163000000005,0.08047499999997854,0.952733999999964,0.6030890000000682,1.6362980000000107
60,4,0.051953734728435993,0.0003246335368393257,0.11428571428571428,0.09795918367346938,0.04870376296141896,-0.17595131871606293,-1947.0,-1979.6406676515926,0.016764595609446632,-1970.832985037198,0.01224087572531992,-1947.0000000000002,-1977.944863063063,0.01589361225632394,-1970.825248050972,0.0122369019265392,245,217,221,0.7562659999998687,0.044334999999932734,0.12556399999994028,0.7194330000000946,0.8893319999999676
60,16,0.12697358087887123,-0.1177682434678205,0.10204081632653061,0.036734693877551024,-0.07691473634957423,-1.501023449421658,-1947.0,-1979.6406676515926,0.016764595609446632,-1963.3001316303357,0.00837192174131265,-1947.0,-1975.4961651975927,0.014635934872928991,-1965.2197695007346,0.009357868259237097,245,220,236,0.7562659999998687,0.10440599999992628,0.9725990000000593,0.8144340000000057,1.8914389999999912
61,4,0.027639439990686517,0.02847792969119015,-0.22858071858234433,-0.22923101934644774,-0.2335748343768022,-0.2425933007196778,-423.0,-438.4034845714787,0.03641485714297568,-437.9499521913273,0.035342676575241906,-423.0,-437.97774088401786,0.03540837088420298,-437.52420850393605,0.034336190316633694,6151,7557,7561,19.948291999999924,0.05644299999994473,0.12345999999990909,24.607710999999995,24.78761399999985
61,16,0.02763459629505768,-0.00028910150184680765,-0.22955616972849943,-0.23215737278491302,-0.2830459870950384,-0.33715031843328136,-423.0,-438.4034845714787,0.03641485714297568,-436.6486913750001,0.03226640986997662,-423.0,-437.97781549380875,0.03540854726668735,-436.65263723217487,0.032275738137529236,6151,7563,7579,19.948291999999924,0.09687499999995453,0.9824140000000625,25.59457599999996,26.673864999999978
62,4,0.18466796666758228,0.07965554359526106,-0.1095890410958904,-0.1643835616438356,0.04660491290709968,-0.5925308475292537,-51.0,-57.836764705882345,0.13405420991926167,-56.16111111111111,0.10119825708061003,-51.0,-56.57423326906236,0.10929869155024238,-55.750000000000014,0.09313725490196106,73,81,85,0.25553099999990536,0.038834999999949105,0.12448400000005222,0.24362199999984568,0.406940999999847
62,16,0.2720246877281781,3.633624700990548e-08,0.0547945205479452,-0.1643835616438356,0.27301971189400526,-3.038551095562797,-51.0,-57.836764705882345,0.13405420991926167,-54.05,0.0598039215686274,-51.0,-55.97699592169367,0.09758815532732688,-54.049999889174444,0.05980391939557733,73,69,85,0.25553099999990536,0.08261999999990621,0.7635890000000245,0.18576599999994414,1.0319749999998749
63,4,0.08251606405239498,0.052980677310926406,-0.26339969372128635,-0.26952526799387444,-0.2060357648001858,-0.32035293518422836,-1587.0,-1738.237974085925,0.09529803029988979,-1722.2746444989998,0.0852392214864523,-1587.0,-1725.7584117290965,0.087434411927597,-1715.107702210448,0.08072318979864399,653,825,829,1.7866169999999784,0.06758800000000065,0.1366530000000239,2.1547239999999874,2.358965000000012
63,16,0.07265544561544798,-0.18707041402363978,-0.39203675344563554,-0.4165390505359878,-0.6521185010554034,-0.9659037163533624,-1587.0,-1738.237974085925,0.09529803029988979,-1678.7064803359722,0.057786061963435525,-1587.0,-1727.2497116847346,0.08837410944217683,-1695.8620495810733,0.06859612449973111,653,909,925,1.7866169999999784,0.10699499999998352,0.4536190000000033,2.951703000000066,3.5123170000000528
